Conference,Year,"Panel, Keynote, Captstone, Demo, Poster, ...","Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",Author Names,Author IDs,IEEE Xplore Number Guessed,Deduped author names,filename,References,
InfoVis,2014,,T,"Stolper, C.D.;Kahng, M.;Zhiyuan Lin;Foerster, F.;Goel, A.;Stasko, J.;Duen Horng Chau",;;;;;;,,"Stolper, C.D.;Kahng, M.;Zhiyuan Lin;Foerster, F.;Goel, A.;Stasko, J.;Duen Horng Chau",stolper_infovis_14,4658129;6102441;5613453;4658140;4376154;6102440;1173155;4015425;5613448;636793;6065003;6064996;4015424;5290699;6634087,
InfoVis,2014,,T,Jaemin Jo;Jaeseok Huh;Jonghun Park;Bohyoung Kim;Jinwook Seo,;;;;,,Jaemin Jo;Jaeseok Huh;Jonghun Park;Bohyoung Kim;Jinwook Seo,jo_infovis_14,6634100;6327248;5290698;6327272,
InfoVis,2014,,T,"Polk, T.;Jing Yang;Yueqi Hu;Ye Zhao",;;;,,"Polk, T.;Jing Yang;Yueqi Hu;Ye Zhao",polk_infovis_14,6327288;6634087;964541_07;559229;1173148,
InfoVis,2014,,T,"Isaacs, K.E.;Bremer, P.-T.;Jusufi, I.;Gamblin, T.;Bhatele, A.;Schulz, M.;Hamann, B.",;;;;;;,,"Isaacs, K.E.;Bremer, P.-T.;Jusufi, I.;Gamblin, T.;Bhatele, A.;Schulz, M.;Hamann, B.",isaacs_infovis_14,6327252;5290721;6064945;6634100,
InfoVis,2014,,T,"Palmas, G.;Bachynskyi, M.;Oulasvirta, A.;Seidel, H.-P.;Weinkauf, T.",;;;;,,"Palmas, G.;Bachynskyi, M.;Oulasvirta, A.;Seidel, H.-P.;Weinkauf, T.",palmas_infovis_14,5290752;6327248;6327275;885086;346302;1382904,
InfoVis,2014,,T,"Al-Awami, A.K.;Beyer, J.;Strobelt, H.;Kasthuri, N.;Lichtman, J.W.;Pfister, H.;Hadwiger, M.",;;;;;;,,"Al-Awami, A.;Beyer, J.;Strobelt, H.;Kasthuri, N.;Lichtman, J.;Pfister, H.;Hadwiger, M.",alawami_vast_14,6634132;6327233;6875931;5290766;6102439;5290699;6065015;1183754;6634190,
SciVis,2014,,T,"Schulte zu Berge, C.;Baust, M.;Kapoor, A.;Navab, N.",;;;,,"Schulte zu Berge, C.;Baust, M.;Kapoor, A.;Navab, N.",schultezuberge_vis_14,4015460;4015450;6634153;1250413;964539,
SciVis,2014,,T,"Rautek, P.;Bruckner, S.;Groller, E.;Hadwiger, M.",;;;,,"Rautek, P.;Bruckner, S.;Groller, E.;Hadwiger, M.",rautek_vis_14,1532792;235219;5290720;6875916;1372194;6064996;1532788;235202;4658164,
SciVis,2014,,T,"Frey, S.;Sadlo, F.;Kwan-Liu Ma;Ertl, T.",;;;,,"Frey, S.;Sadlo, F.;Kwan-Liu Ma;Ertl, T.",frey_vis_14,346321;6634108;885702;5290731,
SciVis,2014,,T,"Hyungsuk Choi;Woohyuk Choi;Tran Minh Quan;Hildebrand, D.G.C.;Pfister, H.;Won-Ki Jeong",;;;;;,,"Hyungsuk Choi;Woohyuk Choi;Tran Minh Quan;Hildebrand, D.G.C.;Pfister, H.;Won-Ki Jeong",choi_vis_14,1372194,
SciVis,2014,,T,"Sicat, R.;Kruger, J.;Moller, T.;Hadwiger, M.",;;;,,"Sicat, R.;Kruger, J.;Moller, T.;Hadwiger, M.",sicat_vis_14,4015488;6327233;809908,
SciVis,2014,,T,"Thomas, D.M.;Natarajan, V.",;,,"Thomas, D.M.;Natarajan, V.",thomas_vis_14,6634132;809869;4015483;6064967;4658165;6064960;6634095,
SciVis,2014,,T,"Ament, M.;Sadlo, F.;Dachsbacher, C.;Weiskopf, D.",;;;,,"Ament, M.;Sadlo, F.;Dachsbacher, C.;Weiskopf, D.",ament_vis_14,6634193;6634150;6064977;1250394;6327241;6064955;6064942;1183764,
SciVis,2014,,T,"Lindholm, S.;Jonsson, D.;Hansen, C.;Ynnerman, A.",;;;,,"Lindholm, S.;Jonsson, D.;Hansen, C.;Ynnerman, A.",lindholm_vis_14,4376198;4658152;1250386;1532807;745311;1250387,
SciVis,2014,,T,"Waldner, M.;Le Muzic, M.;Bernhard, M.;Purgathofer, W.;Viola, I.",;;;;,,"Waldner, M.;Le Muzic, M.;Bernhard, M.;Purgathofer, W.;Viola, I.",waldner_vis_14,5290763;480802;1532838;5613452;6064990;4015448,
SciVis,2014,,T,"Haehn, D.;Knowles-Barley, S.;Roberts, M.;Beyer, J.;Kasthuri, N.;Lichtman, J.W.;Pfister, H.",;;;;;;,,"Haehn, D.;Knowles-Barley, S.;Roberts, M.;Beyer, J.;Kasthuri, N.;Lichtman, J.;Pfister, H.",haehn_vis_14,6634132;6327233,
SciVis,2014,,T,"Gunther, D.;Boto, R.A.;Contreras-Garcia, J.;Piquemal, J.-P.;Tierny, J.",;;;;,,"Gunther, D.;Boto, R.A.;Contreras-Garcia, J.;Piquemal, J.-P.;Tierny, J.",gunther1_vis_14,5290727;1372235;1250376;4658183;5290753;6064966;4376193;6634161,
SciVis,2014,,T,"Lindow, N.;Baum, D.;Hege, H.-C.",;;,,"Lindow, N.;Baum, D.;Hege, H.-C.",lindow_vis_14,5290753;6064966;6634161,
SciVis,2014,,T,"Kretschmer, J.;Soza, G.;Tietjen, C.;Suehling, M.;Preim, B.;Stamminger, M.",;;;;;,,"Kretschmer, J.;Soza, G.;Tietjen, C.;Suehling, M.;Preim, B.;Stamminger, M.",kretschmer_vis_14,1250353;6634141;964540;4376196;1183754;1250351,
SciVis,2014,,T,"Glaber, S.;Lawonn, K.;Hoffmann, T.;Skalej, M.;Preim, B.",;;;;,,"Glaber, S.;Lawonn, K.;Hoffmann, T.;Skalej, M.;Preim, B.",glasser_vis_14,6327222;4376196;480795;6064982,
SciVis,2014,,T,"Bista, S.;Jiachen Zhuo;Gullapalli, R.P.;Varshney, A.",;;;,,"Bista, S.;Jiachen Zhuo;Gullapalli, R.P.;Varshney, A.",bista_vis_14,6634193;4376179;5613502;6327240;809886;1372208;4658153;1372209;1372186;6064942;4658184,
SciVis,2014,,T,Tao Ju;Minxin Cheng;Xu Wang;Ye Duan,;;;,,Tao Ju;Minxin Cheng;Xu Wang;Ye Duan,ju_vis_14,1183786;1532851;809896,
SciVis,2014,,T,"Gunther, T.;Theisel, H.",;,,"Gunther, T.;Theisel, H.",gunther2_vis_14,1532851;4376212;5613462;809896;745296,
SciVis,2014,,T,Fan Hong;Chufan Lai;Hanqi Guo;Enya Shen;Xiaoru Yuan;Sikun Li,;;;;;,,Fan Hong;Chufan Lai;Hanqi Guo;Enya Shen;Xiaoru Yuan;Sikun Li,hong_vis_14,4658160;5613461;6065008;4015447;4658163;4015446;5613488;6064965;4658166;5290758;5613498;6634187,
SciVis,2014,,T,Hanqi Guo;Jiang Zhang;Richen Liu;Lu Liu;Xiaoru Yuan;Jian Huang;Xiangfei Meng;Jingshan Pan,;;;;;;;,,Hanqi Guo;Jiang Zhang;Richen Liu;Lu Liu;Xiaoru Yuan;Jian Huang;Xiangfei Meng;Jingshan Pan,guo_vis_14,5290737;6064941;663898;6634188;6634133;4376175,
SciVis,2014,,T,"Sauer, F.;Hongfeng Yu;Kwan-Liu Ma",;;,,"Sauer, F.;Hongfeng Yu;Kwan-Liu Ma",sauer_vis_14,663930;567807;4376176;1250374;146391;745288,
SciVis,2014,,T,Hui Zhang;Jianguang Weng;Guangchen Ruan,;;,,Hui Zhang;Jianguang Weng;Guangchen Ruan,zhang_vis_14,6327209;1532804;1532843;5613471;1532833;4376203,
SciVis,2014,,T,"Gunther, D.;Jacobson, A.;Reininghaus, J.;Seidel, H.-P.;Sorkine-Hornung, O.;Weinkauf, T.",;;;;;,,"Gunther, D.;Jacobson, A.;Reininghaus, J.;Seidel, H.-P.;Sorkine-Hornung, O.;Weinkauf, T.",gunther3_vis_14,6327204;964507,
SciVis,2014,,T,"Gyulassy, A.;Gunther, D.;Levine, J.A.;Tierny, J.;Pascucci, V.",;;;;,,"Gyulassy, A.;Gunther, D.;Levine, J.A.;Tierny, J.;Pascucci, V.",gyulassy_vis_14,6064972;4658183;4376171;4015464;6327204;6327205;1532839,
SciVis,2014,,T,"Machado, G.;Sadlo, F.;Muller, T.;Ertl, T.",;;;,,"Machado, G.;Sadlo, F.;Muller, T.;Ertl, T.",machado_vis_14,175773;235211;1250376,
SciVis,2014,,T,"van Wijk, J.J.",,,"van Wijk, J.J.",vanwijk_vis_14,,
SciVis,2014,,T,"Arietta, S.M.;Efros, A.A.;Ramamoorthi, R.;Agrawala, M.",;;;,,"Arietta, S.M.;Efros, A.A.;Ramamoorthi, R.;Agrawala, M.",arietta_vis_14,,
SciVis,2014,,T,"Doraiswamy, H.;Ferreira, N.;Damoulas, T.;Freire, J.;Silva, C.T.",;;;;,,"Doraiswamy, H.;Ferreira, N.;Damoulas, T.;Freire, J.;Silva, C.T.",doraiswamy_vis_14,6634181;4376137;4677356;1372235;6634137;4015464;4677354;6634127;6634174;6400557;6102454;6634109,
SciVis,2014,,T,"Schroeder, D.;Korsakov, F.;Knipe, C.M.-P.;Thorson, L.;Ellingson, A.M.;Nuckley, D.;Carlis, J.V.;Keefe, D.F.",;;;;;;;,,"Schroeder, D.;Korsakov, F.;Knipe, C.M.-P.;Thorson, L.;Ellingson, A.M.;Nuckley, D.;Carlis, J.;Keefe, D.F.",schroeder_vis_14,6634102;5290752;6102454;5613487;964541_07;4376198;5332593;1532857,
SciVis,2014,,T,"Mirzargar, M.;Whitaker, R.T.;Kirby, R.M.",;;,,"Mirzargar, M.;Whitaker, R.T.;Kirby, R.M.",mirzargar_vis_14,6634129;1183769;568116;568105;6634122;5613500;6634108;5613483,
SciVis,2014,,T,"Jiaxi Hu;Zou, G.J.;Jing Hua",;;,,"Jiaxi Hu;Zou, G.J.;Jing Hua",hu_vis_14,4658186;1372206;1183795;6064964,
SciVis,2014,,T,"Lindstrom, P.",,,"Lindstrom, P.",lindstrom_vis_14,4015488;964531;4015464;964541_06;1250385;6327205;4376192;6327234;568138,
SciVis,2014,,T,"Huettenberger, L.;Heine, C.;Garth, C.",;;,,"Huettenberger, L.;Heine, C.;Garth, C.",huettenberger_vis_14,6327204;1532839;5290764;1183774;885716;4658183,
SciVis,2014,,T,"Demir, I.;Dick, C.;Westermann, R.",;;,,"Demir, I.;Dick, C.;Westermann, R.",demir_vis_14,6634129;885739;4015461;4658178;4376198;5613483;5290755;1173157;809921,
SciVis,2014,,T,"Born, S.;Sundermann, S.H.;Russ, C.;Hopf, R.;Ruiz, C.E.;Falk, V.;Gessat, M.",;;;;;;,,"Born, S.;Sundermann, S.H.;Russ, C.;Hopf, R.;Ruiz, C.E.;Falk, V.;Gessat, M.",born_vis_14,5290768;4376196;964540;6064970;6634145;1250353,
InfoVis,2013,,T,"Hullman, J.;Drucker, S.;Riche, N.H.;Bongshin Lee;Fisher, D.;Adar, E.",;;;;;,,"Hullman, J.;Drucker, S.;Riche, N.H.;Bongshin Lee;Fisher, D.;Adar, E.",hullman_infovis_13,1532788;4376131;4376133;5613452;4658129;6064988;4376187;4376146;885086,
InfoVis,2013,,T,"Schulz, H.-J.;Nocke, T.;Heitzler, M.;Schumann, H.",;;;,,"Schulz, H.;Nocke, T.;Heitzler, M.;Schumann, H.",schulz_infovis_13,559213;1532136;4376144;146372;6327265;235203;1382903;4677365;559211;1382902;636792;885093;885092;146375,
SciVis,2013,,T,"Jackson, B.;Tung Yuen Lau;Schroeder, D.;Toussaint, K.C.;Keefe, D.F.",;;;;,,"Jackson, B.;Tung Yuen Lau;Schroeder, D.;Toussaint, K.C.;Keefe, D.F.",jackson_vis_13,5290742;1532846;1183753;663912,
InfoVis,2013,,T,"Kehrer, J.;Piringer, H.;Berger, W.;Groller, E.",;;;,,"Kehrer, J.;Piringer, H.;Berger, W.;Groller, E.",kehrer_infovis_13,5613440;4376133;1532821;6634169;6065027;6102439;4658146;885086;6327278;4376140,
SciVis,2013,,T,Wei-Hsien Hsu;Yubo Zhang;Kwan-Liu Ma,;;,,Wei-Hsien Hsu;Yubo Zhang;Kwan-Liu Ma,hsu_vis_13,4015449;4015467;5290762;1249004;1532834;6327228;1532787;1532833;964517,
InfoVis,2013,,T,"Brehmer, M.;Munzner, T.",;,,"Brehmer, M.;Munzner, T.",brehmer_infovis_13,4376134;6327298;559213;6327248;6327297;1532136;5613437;4376146;1173148;4376144;6327275;5290695;4658124;235203;1382903;4677365;6102438;4658127;4658129;729560;1382902;6327277;146375,
VAST,2013,,T,"Muhlbacher, T.;Piringer, H.",;,,"Muhlbacher, T.;Piringer, H.",muehlbacher_vast_13,6327298;5290702;398859;6400486;6102453;5333431;5613467;6327265;5332628;146402;6102450;4677368;5652460;6064952;1532142;4388999;1382902;5290719;6102448;1382892,
SciVis,2013,,T,"Isenberg, T.;Isenberg, P.;Jian Chen;Sedlmair, M.;Moller, T.",;;;;,,"Isenberg, T.;Isenberg, P.;Jian Chen;Sedlmair, M.;Moller, T.",isenberg_vis_13,5290766;1532781;4015488;6064940;5613502;5613487;6327248;5613480;5290733;6065005;5290695;6064943;6327215;6327228;4658185;5290692;6327216,
SciVis,2013,,T,"Papadopoulos, C.;Kaufman, A.E.",;,,"Papadopoulos, C.;Kaufman, A.",papadopoulos_vis_13,6064936;1382906,
SciVis,2013,,T,"Barakat, S.S.;Tricoche, X.",;,,"Barakat, S.S.;Tricoche, X.",barakat_vis_13,5290738;4658156;4376174;4376175,
SciVis,2013,,T,"Ament, M.;Sadlo, F.;Weiskopf, D.",;;,,"Ament, M.;Sadlo, F.;Weiskopf, D.",ament_vis_13,6064977;4376160;1250394;885683;5613490;1372209;1250406;5613492;6327241;6064955;6064942;1183764;1532803;5290775,
InfoVis,2013,,T,"Roth, R.E.",,,"Roth, R.E.",roth_infovis_13,559213;4376144;146375;729560;1532136;5653599;885092,
SciVis,2013,,T,"Doraiswamy, H.;Natarajan, V.;Nanjundiah, R.S.",;;,,"Doraiswamy, H.;Natarajan, V.;Nanjundiah, R.S.",doraiswamy_vis_13,4376167;4015464;1250383,
VAST,2013,,T,"Walker, R.;Slingsby, A.;Dykes, J.;Kai Xu;Wood, J.;Nguyen, P.H.;Stephens, D.;Wong, B.L.W.;Yongjun Zheng",;;;;;;;;,,"Walker, R.;Slingsby, A.;Dykes, J.;Kai Xu;Wood, J.;Nguyen, P.H.;Stephens, D.;Wong, B.L.W.;Yongjun Zheng",walker_vast_13,6327277;5613425;4388992;4015432;4035748;5613456;6327248;885086;4376131;5290695;4677366;4677365;4388992;5290702;5332611;5613449;5333919;6065017;5290723;4658131,
SciVis,2013,,T,"Biswas, A.;Dutta, S.;Han-Wei Shen;Woodring, J.",;;;,,"Biswas, A.;Dutta, S.;Han-Wei Shen;Woodring, J.",biswas_vis_13,5613460;5290764;146402;5613461;4015449;4658163;5613439;1382895;4658188;4658174;4389000;6064997;485139;1532833;5613459;663875;1183785,
InfoVis,2013,,T,"Jansen, Y.;Dragicevic, P.",;,,"Jansen, Y.;Dragicevic, P.",jansen_infovis_13,5613437;1532781;4376131;1532136;6327257;4376144;6327275;4015439;5290713;1249008;729560;146375,
SciVis,2013,,T,"Xin Zhao;Zhengyu Su;Gu, X.D.;Kaufman, A.;Jian Sun;Jie Gao;Feng Luo",;;;;;;,,"Xin Zhao;Zhengyu Su;Gu, X.;Kaufman, A.;Jian Sun;Jie Gao;Feng Luo",zhao_vis_13,6064964,
InfoVis,2013,,T,"Bakke, E.;Karger, D.R.;Miller, R.C.",;;,,"Bakke, E.;Karger, D.R.;Miller, R.C.",bakke_infovis_13,6102445;1382886;528693;4376133;175815;1532129;636761,
SciVis,2013,,T,"Gosink, L.;Bensema, K.;Pulsipher, T.;Obermaier, H.;Henry, M.;Childs, H.;Joy, K.I.",;;;;;;,,"Gosink, L.;Bensema, K.;Pulsipher, T.;Obermaier, H.;Henry, M.;Childs, H.;Joy, K.I.",gosink_vis_13,1183769;1532853;568116;5613476;5613483,
SciVis,2013,,T,"Gurijala, K.C.;Rui Shi;Wei Zeng;Xianfeng Gu;Kaufman, A.",;;;;,,"Gurijala, K.C.;Rui Shi;Wei Zeng;Xianfeng Gu;Kaufman, A.",gurijala_vis_13,964540;4015440;964540;5613475,
InfoVis,2013,,T,"Hofmann, H.;Vendettuoli, M.",;,,"Hofmann, H.;Vendettuoli, M.",hofmann_infovis_13,885091;1532128;5613436;6064996;5290702,
SciVis,2013,,T,"Hummel, M.;Obermaier, H.;Garth, C.;Joy, K.I.",;;;,,"Hummel, M.;Obermaier, H.;Garth, C.;Joy, K.I.",hummel_vis_13,6064958;568116;5613488;5613483;4376175,
SciVis,2013,,T,"Beyer, J.;Al-Awami, A.;Kasthuri, N.;Lichtman, J.W.;Pfister, H.;Hadwiger, M.",;;;;;,,"Beyer, J.;Al-Awami, A.;Kasthuri, N.;Lichtman, J.;Pfister, H.;Hadwiger, M.",beyer_vis_13,885086;1532792;5290767;6327233;4015489;485139;4376204;5290765;5290766,
SciVis,2013,,T,"Whitaker, R.T.;Mirzargar, M.;Kirby, R.M.",;;,,"Whitaker, R.T.;Mirzargar, M.;Kirby, R.M.",whitaker_vis_13,1183769;568105;1532807;5613483,
SciVis,2013,,T,Hanqi Guo;Xiaoru Yuan;Jian Huang;Xiaomin Zhu,;;;,,Hanqi Guo;Xiaoru Yuan;Jian Huang;Xiaomin Zhu,guo_vis_13,1532853;6064941;6064958;4015453;5613488;5613483;568116;4376175,
InfoVis,2013,,T,"Goodwin, S.;Dykes, J.;Jones, S.;Dillingham, I.;Dove, G.;Duffy, A.;Kachkaev, A.;Slingsby, A.;Wood, J.",;;;;;;;;,,"Goodwin, S.;Dykes, J.;Jones, S.;Dillingham, I.;Dove, G.;Duffy, A.;Kachkaev, A.;Slingsby, A.;Wood, J.",goodwin_infovis_13,5613425;6327248;6065016;4376146;801851;6065017,
VAST,2013,,T,"Broeksema, B.;Baudel, T.;Telea, A.;Crisafulli, P.",;;;,,"Broeksema, B.;Baudel, T.;Telea, A.;Crisafulli, P.",broeksema_vast_13,175815;6102463;5652398;4677361;4677363;6064996;6102457,
SciVis,2013,,T,"Coffey, D.;Chi-Lun Lin;Erdman, A.G.;Keefe, D.F.",;;;,,"Coffey, D.;Chi-Lun Lin;Erdman, A.G.;Keefe, D.F.",coffey_vis_13,6327230;5613487;5613488;6064952;885734;5613486;4376186,
SciVis,2013,,T,"Thomas, D.M.;Natarajan, V.",;,,"Thomas, D.M.;Natarajan, V.",thomas_vis_13,1372207;5290764;6064967;4658165;6064947;4376171;6327208;4015464,
InfoVis,2013,,T,"Rufiange, S.;McGuffin, M.J.",;,,"Rufiange, S.;McGuffin, M.J.",rufiange_infovis_13,6400552;6064994;1532151;6065001;1173155;6065000;4658145;4376154;1173148;1532129;1173160;4376146,
InfoVis,2013,,T,Xiaoru Yuan;Donghao Ren;Zuchao Wang;Cong Guo,;;;,,Xiaoru Yuan;Donghao Ren;Zuchao Wang;Cong Guo,yuan_infovis_13,1532142;5290705;5613440;1249015;146402;6400488;663866;485140;5613439;5290702;4035763;809866;1382891;1382892;1382893;5290704;4658123;1173151,
InfoVis,2013,,T,"Dwyer, T.;Riche, N.H.;Marriott, K.;Mears, C.",;;;,,"Dwyer, T.;Riche, N.H.;Marriott, K.;Mears, C.",dwyer_infovis_13,5290726;6065003;4015416;1382906,
SciVis,2013,,T,Teng-Yok Lee;Han-Wei Shen,;,,Teng-Yok Lee;Han-Wei Shen,lee_vis_13,809910;5613461;6064965;964516;6064942;5290751,
InfoVis,2013,,T,"Sedlmair, M.;Munzner, T.;Tory, M.",;;,,"Sedlmair, M.;Munzner, T.;Tory, M.",sedlmair_infovis_13,5290709;6064985;4376149;1532142;636793;5652392;6400490;4658124;5332628,
InfoVis,2013,,T,"Lex, A.;Partl, C.;Kalkofen, D.;Streit, M.;Gratzl, S.;Wassermann, A.M.;Schmalstieg, D.;Pfister, H.",;;;;;;;,,"Lex, A.;Partl, C.;Kalkofen, D.;Streit, M.;Gratzl, S.;Wassermann, A.M.;Schmalstieg, D.;Pfister, H.",lex_infovis_13,5333443;6064995;6065000;5290706;6064990;885087,
InfoVis,2013,,T,"Borkin, M.A.;Yeh, C.S.;Boyd, M.;Macko, P.;Gajos, K.Z.;Seltzer, M.;Pfister, H.",;;;;;;,,"Borkin, M.;Yeh, C.S.;Boyd, M.;Macko, P.;Gajos, K.;Seltzer, M.;Pfister, H.",borkin2_infovis_13,4015433;1532136;4015416;5290692;1382906;1382886;1532788;6065012;1532134,
SciVis,2013,,T,"Froese, M.-E.;Tory, M.;Evans, G.-W.;Shrikhande, K.",;;;,,"Froese, M.-E.;Tory, M.;Evans, G.-W.;Shrikhande, K.",froese_vis_13,1532836;1250396,
VAST,2013,,T,"Gleicher, M.",,,"Gleicher, M.",gleicher_vast_13,6400487;6400486;6327290;1532142;1382893;6327268;5652392;6400490;6065024;729568;6102448;5290704,
SciVis,2013,,T,"Parulek, J.;Brambilla, A.",;,,"Parulek, J.;Brambilla, A.",parulek_vis_13,5290753;1250414;4015487,
SciVis,2013,,T,"Ehlke, M.;Ramm, H.;Lamecker, H.;Hege, H.-C.;Zachow, S.",;;;;,,"Ehlke, M.;Ramm, H.;Lamecker, H.;Hege, H.-C.;Zachow, S.",ehlke_vis_13,1532809;1532815;4015501;1250384,
InfoVis,2013,,T,"Im, J.-F.;McGuffin, M.J.;Leung, R.",;;,,"Im, J.-F.;McGuffin, M.J.;Leung, R.",im_infovis_13,1532142;4376168;5290705;5332586;4376133;146386;6064996;5613448;6064990;398859;6064997;5613431;885086;4376140;1382895;4658123;175796,
SciVis,2013,,T,"Maries, A.;Mays, N.;Hunt, M.O.;Wong, K.F.;Layton, W.;Boudreau, R.;Rosano, C.;Marai, G.E.",;;;;;;;,,"Maries, A.;Mays, N.;Hunt, M.O.;Wong, K.F.;Layton, W.;Boudreau, R.;Rosano, C.;Marai, G.E.",maries_vis_13,5290760;885739;4035756;5290695;5613427;5290731;175815;5613429,
VAST,2013,,T,"Wenwen Dou;Li Yu;Xiaoyu Wang;Zhiqiang Ma;Ribarsky, W.",;;;;,,"Wenwen Dou;Li Yu;Xiaoyu Wang;Zhiqiang Ma;Ribarsky, W.",duo_vast_13,5652931;6400557;6065008;6102461;6400485,
InfoVis,2013,,T,"Isenberg, P.;Dragicevic, P.;Willett, W.;Bezerianos, A.;Fekete, J.-D.",;;;;,,"Isenberg, P.;Dragicevic, P.;Willett, W.;Bezerianos, A.;Fekete, J.",isenberg_infovis_13,6327257;6327261;4015437;4376154;963288;4376151;1532131,
VAST,2013,,T,"Willett, W.;Ginosar, S.;Steinitz, A.;Hartmann, B.;Agrawala, M.",;;;;,,"Willett, W.;Ginosar, S.;Steinitz, A.;Hartmann, B.;Agrawala, M.",willett_vast_13,4376131,
InfoVis,2013,,T,"Jakobsen, M.R.;Sahlemariam Haile, Y.;Knudsen, S.;Hornbaek, K.",;;;,,"Jakobsen, M.R.;Sahlemariam Haile, Y.;Knudsen, S.;Hornbaek, K.",jakobsen2_infovis_13,4015437;6327275;6327257;4376131;1532136,
VAST,2013,,T,"Jian Zhao;Collins, C.;Chevalier, F.;Balakrishnan, R.",;;;,,"Jian Zhao;Collins, C.;Chevalier, F.;Balakrishnan, R.",zhao_vast_13,4658129;6102440;6065000;5613456;4035752;1532136;5613448;6327277;4015424;885086,
VAST,2013,,T,"Meghdadi, A.H.;Irani, P.",;,,"Meghdadi, A.H.;Irani, P.",meghdadi_vast_13,1382887;6327214;1250401,
SciVis,2013,,T,"Kretschmer, J.;Godenschwager, C.;Preim, B.;Stamminger, M.",;;;,,"Kretschmer, J.;Godenschwager, C.;Preim, B.;Stamminger, M.",kretschmer_vis_13,964538;346339,
InfoVis,2013,,T,"Jakobsen, M.R.;Hornbaek, K.",;,,"Jakobsen, M.R.;Hornbaek, K.",jakobsen_infovis_13,4015437;4015436,
SciVis,2013,,T,Yubo Zhang;Kwan-Liu Ma,;,,Yubo Zhang;Kwan-Liu Ma,zhang_vis_13,1532812;1372208;6064942;6327242;1183785,
InfoVis,2013,,T,"Gratzl, S.;Lex, A.;Gehlenborg, N.;Pfister, H.;Streit, M.",;;;;,,"Gratzl, S.;Lex, A.;Gehlenborg, N.;Pfister, H.;Streit, M.",gratzl_infovis_13,6327273;4658136;568118;4658150;4376146,
SciVis,2013,,T,"Rungta, A.;Summa, B.;Demir, D.;Bremer, P.-T.;Pascucci, V.",;;;;,,"Rungta, A.;Summa, B.;Demir, D.;Bremer, P.-T.;Pascucci, V.",rungta_vis_13,4376172,
SciVis,2013,,T,"Reh, A.;Gusenbauer, C.;Kastner, J.;Groller, M.E.;Heinzl, C.",;;;;,,"Reh, A.;Gusenbauer, C.;Kastner, J.;Groller, E.;Heinzl, C.",reh_vis_13,6327240;809871;5290766;6327238;6064952;1532807;5613488;5613489;398859;663875,
VAST,2013,,T,"Bernard, J.;Wilhelm, N.;Kruger, B.;May, T.;Schreck, T.;Kohlhammer, J.",;;;;;,,"Bernard, J.;Wilhelm, N.;Kruger, B.;May, T.;Schreck, T.;Kohlhammer, J.",bernard_vast_13,809865;4677350;4015416;6065019;6065026,
InfoVis,2013,,T,"Lins, L.;Klosowski, J.T.;Scheidegger, C.",;;,,"Lins, L.;Klosowski, J.T.;Scheidegger, C.E.",lins_infovis_13,4015421;1173141;5290718;4677357;4376133;1173156;146386;6064996,
SciVis,2013,,T,"Khlebnikov, R.;Kainz, B.;Steinberger, M.;Schmalstieg, D.",;;;,,"Khlebnikov, R.;Kainz, B.;Steinberger, M.;Schmalstieg, D.",khlebnikov_vis_13,146373;1250412;4015502;1532807;4376150;6327216;1250362,
VAST,2013,,T,"Schultz, T.;Kindlmann, G.L.",;,,"Schultz, T.;Kindlmann, G.",schultz_vast_13,1532820;5652926;885740;6400488;5290760;5290758;5290756;5613502;5290745;6064952;6065007,
InfoVis,2013,,T,"Lehmann, D.J.;Theisel, H.",;,,"Lehmann, D.J.;Theisel, H.",lehmann_infovis_13,663916,
InfoVis,2013,,T,"Gleicher, M.;Correll, M.;Nothelfer, C.;Franconeri, S.",;;;,,"Gleicher, M.;Correll, M.;Nothelfer, C.;Franconeri, S.",gleicher_infovis_13,6327245,
InfoVis,2013,,T,"Alsallakh, B.;Aigner, W.;Miksch, S.;Hauser, H.",;;;,,"Alsallakh, B.;Aigner, W.;Miksch, S.;Hauser, H.",alsallakh_infovis_13,4015417;5290706;4658148;6064991;1382886;5613447;6327291;1173157,
VAST,2013,,T,"Bosch, H.;Thom, D.;Heimerl, F.;Puttmann, E.;Koch, S.;Kruger, R.;Worner, M.;Ertl, T.",;;;;;;;,,"Bosch, H.;Thom, D.;Heimerl, F.;Puttmann, E.;Koch, S.;Kruger, R.;Worner, M.;Ertl, T.",bosch_vast_13,1532781;6400492;6400557;6327271;6327290;6400485;4389013;4389006;6102456;4658131,
InfoVis,2013,,T,"Fink, M.;Haunert, J.-H.;Spoerhase, J.;Wolff, A.",;;;,,"Fink, M.;Haunert, J.-H.;Spoerhase, J.;Wolff, A.",fink_infovis_13,4015420;6327267;6064993,
VAST,2013,,T,"Xinran Hu;Bradel, L.;Maiti, D.;House, L.;North, C.;Leman, S.",;;;;;,,"Xinran Hu;Bradel, L.;Maiti, D.;House, L.;North, C.;Leman, S.",hu_vast_13,6102449;528686;6327294;6400486;4677358,
SciVis,2013,,T,"Kohler, B.;Gasteiger, R.;Preim, U.;Theisel, H.;Gutberlet, M.;Preim, B.",;;;;;,,"Kohler, B.;Gasteiger, R.;Preim, U.;Theisel, H.;Gutberlet, M.;Preim, B.",kohler_vis_13,6064971;809869;5613474;809896;6064983;4376212;1372213;5613472,
