Conference,Year,IEEE XPLORE Article Number,"Panel, Keynote, Captstone, Demo, Poster, ...","Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",IEEE Xplore Number Guessed,Deduped author names,References,
VAST,2008,4677350,,C,,"Schreck, T.;Bernard, J.;Tekusova, T.;Kohlhammer, J.",4376136,
VAST,2008,4677351,,C,,"Valle, M.;Oganov, A.R.",,
VAST,2008,4677352,,C,,"Garg, S.;Nam, J.E.;Ramakrishnan, I.;Mueller, K.",4035755;4388999;4388998;4389003;4389000;4035765;4035754;4388992;4376186;146402;146386,
VAST,2008,4677353,,C,,"Aragon, C.R.;Poon, S.;Aldering, G.S.;Thomas, R.C.;Quimby, R.",4388997;4388998;4388993;4035759;4388991;4388996;4388994;4035751;4015458;1382887,
VAST,2008,4677354,,C,,"Maciejewski, R.;Rudolph, S.;Hafen, R.;Abusalah, A.;Yakout, M.;Ouzzani, M.;Cleveland, W.S.;Grannis, S.J.;Wade, M.;Ebert, D.S.",963294;4388991;729566;485139;4388993,
VAST,2008,4677355,,C,,"Kapler, T.;Eccles, R.;Harper, R.;Wright, W.",4035741;963281;1382887;1173160,
VAST,2008,4677356,,C,,"Andrienko, G.;Andrienko, N.",,
VAST,2008,4677357,,C,,"Sye-Min Chan;Ling Xiao;Gerth, J.;Hanrahan, P.",4035755;4388998,
VAST,2008,4677358,,C,,"Robinson, A.",4389011;4376133;4376145,
VAST,2008,4677359,,C,,"Oelke, D.;Bak, P.;Keim, D.A.;Last, M.;Danon, G.",398863;528686;4389004,
VAST,2008,4677360,,C,,"Dong Hyun Jeong;Wenwen Dou;Lipford, H.R.;Stukes, F.;Chang, R.;Ribarsky, W.",4389009,
VAST,2008,4677361,,C,,"Green, T.M.;Ribarsky, W.;Fisher, B.",1532781;4035765;4376137;4389006;4389005;4389009;528686,
VAST,2008,4677362,,C,,"Bier, E.A.;Card, S.K.;Bodnar, J.W.",4035744;4389006,
VAST,2008,4677363,,C,,"Savikhin, A.;Maciejewski, R.;Ebert, D.S.",,
VAST,2008,4677364,,C,,"Fisher, D.;Hoff, A.;Robertson, G.;Hurst, M.",1532122;801851,
VAST,2008,4677365,,C,,"Gotz, D.;Zhou, M.X.",1382890;559213;4376131;1532788;4388992;1532136;729560;1382902;4035747;885092;146375;1183791,
VAST,2008,4677366,,C,,"Pike, W.A.;Bruce, J.;Baddeley, B.;Best, D.;Franklin, L.;May, R.;Rice, D.M.;Riensche, R.;Younkin, K.",4376131;4015432;4388996;1532133;398874;4389006;4388991,
VAST,2008,4677367,,C,,"Reddy, C.K.;Pokharkar, S.;Tin Kam Ho",4388999,
VAST,2008,4677368,,C,,"Barlowe, S.;Tianyi Zhang;Yujie Liu;Jing Yang;Jacobs, D.",1532142;1382902;485140;485139;1382892;1382893,
VAST,2008,4677369,,C,,"Chen Yu;Yiwen Zhong;Smith, T.;Park, I.;Weixia Huang",963273;801851,
VAST,2008,4677370,,C,,"Weaver, C.",4015439;4035745;1249024;885086;346302;729560;4376133;4389006,
VAST,2008,4677372,X,M,,"Andrysco, N.;Benes, B.;Gurney, K.",,
VAST,2008,4677373,X,M,,"Jae-wook Ahn;Brusilovsky, P.",,
VAST,2008,4677374,X,M,,"Lammarsch, T.",,
VAST,2008,4677375,X,M,,"Montemayor, J.;Diehl, C.;Pekala, M.;Patrone, D.",,
VAST,2008,4677376,X,M,,"Ye Zhao;Alsakran, J.;Xinlei Zhao",,
VAST,2008,4677377,X,M,,"Pascual-Cid, V.",,
VAST,2008,4677378,X,M,,"Shrinivasan, Y.B.;van Wijk, J.J.",,
VAST,2008,4677379,X,M,,"Godwin, A.;Chang, R.;Kosara, R.;Ribarsky, W.",,
VAST,2008,4677380,X,M,,"Giereth, M.;Bosch, H.;Ertl, T.",,
VAST,2008,4677381,X,M,,"Gerhardt, F.;Meyer, J.",,
VAST,2008,4677396,X,M,,"Swing, E.",,
VAST,2008,4677391,X,M,,"Correa, C.;Crnovrsanin, T.;Muelder, C.;Zeqian Shen;Armstrong, R.;Shearer, J.;Kwan-Liu Ma",,
VAST,2008,4677389,X,M,,Qi Ye;Tian Zhu;Deyong Hu;Bin Wu;Nan Du;Bai Wang,,
VAST,2008,4677393,X,M,,"Farrugia, M.;Quigley, A.",,
VAST,2008,4677388,X,M,,"Andrienko, N.;Andrienko, G.",,
VAST,2008,4677395,X,M,,"Bouvier, D.J.;Oates, B.",,
VAST,2008,4677390,X,M,,"Simeone, A.L.;Paolo, B.",,
VAST,2008,4677385,X,M,,"Chien, L.;Tat, A.;Proulx, P.;Khamisa, A.;Wright, W.",,
VAST,2008,4677384,X,M,,"Pellegrino, D.;Chi-Chun Pan;Robinson, A.;Stryker, M.;Junyan Luo;Weaver, C.;Mitra, P.;Chaomei Chen;Turton, I.;MacEachren, A.M.",,
VAST,2008,4677386,X,M,,"Payne, J.;Solomon, J.;Sankar, R.;McGrew, B.",,
VAST,2008,4677394,X,M,,"Holland, B.;Kuchy, L.;Dalton, J.",,
VAST,2008,4677387,X,M,,"Miklin, R.;Lipic, T.;Konyha, Z.;Beric, M.;Freiler, W.;Matkovic, K.;Gracanin, D.",,
VAST,2008,4677392,X,M,,"Perer, A.",,
VAST,2008,4677383,X,M,,"Grinstein, G.;Plaisant, C.;Laskowski, S.;O'Connell, T.;Scholtz, J.;Whiting, M.",,
InfoVis,2008,4658124,,T,,"Lam, H.",963289;1249020;1532151;1382899;4015436;1382884;4376144;4015416;1532133;1382900;1532126;4035752;346302;4376132;1532132;729560;4376151,
InfoVis,2008,4658125,,T,,Ying Tu;Han-Wei Shen,885091;963278;1532148;1173156;559214;729558;1532132;1382906;1173151,
InfoVis,2008,4658137,,T,,"Barsky, A.;Munzner, T.;Gardy, J.;Kincaid, R.",1532151;4015435;4015424,
InfoVis,2008,4658127,,T,,"Zhicheng Liu;Nersessian, N.J.;Stasko, J.",4376144;4376131;4389006;885092,
InfoVis,2008,4658146,,T,,"Robertson, G.;Fernandez, R.;Fisher, D.;Bongshin Lee;Stasko, J.",801854;4376146,
InfoVis,2008,4658128,,T,,"Hinrichs, U.;Schmidt, H.;Carpendale, S.",4376134;1382897;1249031;1532122;4376145,
InfoVis,2008,4658144,,T,,"Zhen Wen;Zhou, M.X.",1532136;1382885;4015421;885092;1249015;146375;4376131,
InfoVis,2008,4658142,,T,,"Dwyer, T.;Marriott, K.;Schreiber, F.;Stuckey, P.;Woodward, M.;Wybrow, M.",1173159;4015419;4015435;1532126;1382909;4015434;1173148;1382906;801854,
InfoVis,2008,4658140,,T,,Weiwei Cui;Hong Zhou;Huamin Qu;Pak Chung Wong;Xiaoming Li,4376143;4376155;1382909;1249008;1532150;1382906;1532138;4015425,
InfoVis,2008,4658129,,T,,"Heer, J.;Mackinlay, J.;Stolte, C.;Agrawala, M.",885086;398857;809871;1382890;480801;4376133;4388992,
InfoVis,2008,4658134,,T,,"Paulovich, F.V.;Minghim, R.",809866;175815;4389002;567787,
InfoVis,2008,4658145,,T,,"Henr, N.;Bezerianos, A.;Fekete, J.",4376154;4015417;4035752;4015416;636792;4015425;1249011,
InfoVis,2008,4658148,,T,,"Freiler, W.;Matkovic, K.;Hauser, H.",801860;146402;963288;1249016;4389006;1532139;175815,
InfoVis,2008,4658126,,T,,"Butkiewicz, T.;Wenwen Dou;Wartell, Z.;Ribarsky, W.;Chang, R.",885102;4376137,
InfoVis,2008,4658141,,T,,"Yuntao Jia;Hoberock, J.;Garland, M.;Hart, J.C.",1532819;4015433;1249011,
InfoVis,2008,4658135,,T,,"Luboschik, M.;Schumann, H.;Cords, H.",4015429;4015429;1532856,
InfoVis,2008,4658147,,T,,"van Ham, F.;Rogowitz, B.",1382886;4376131,
InfoVis,2008,4658143,,T,,"Muelder, C.;Kwan-Liu Ma",1173159;1532145;1532126;1382906;4376155,
InfoVis,2008,4658123,,T,,"Elmqvist, N.;Dragicevic, P.;Fekete, J.",4376144;4389013;4376131;146386;4035743;1532136;346302;729568;485139;1249016;885086;1382892;1382905;4376146;1382895,
InfoVis,2008,4658149,,T,,"Wood, J.;Dykes, J.",963283;963290;4376129;4376152,
InfoVis,2008,4658136,,T,,"Byron, L.;Wattenberg, M.",4015420;1532122;4376131;885098,
InfoVis,2008,4658138,,T,,"Ziemkiewicz, C.;Kosara, R.",1382885;1173153;1382905;963290,
InfoVis,2008,4658133,,T,,"Wattenberg, M.;Viegas, F.B.",1173155;4389006;4376131;1173148,
InfoVis,2008,4658131,,T,,"Dork, M.;Carpendale, S.;Collins, C.;Williamson, C.",4376138;4376132;4376131;398863;1532122;567610,
InfoVis,2008,4658132,,T,,"Chan, B.;Wu, L.;Talbot, J.;Cammarano, M.;Hanrahan, P.",4376141;4376131;4389010,
InfoVis,2008,4658150,,T,,"Kidwell, P.;Lebanon, G.;Cleveland, W.S.",,
InfoVis,2008,4658139,,T,,"Romero, M.;Summet, J.;Stasko, J.;Abowd, G.",1250401;4376136,
InfoVis,2008,4658130,,T,,"Draper, G.;Riesenfeld, R.F.",4376187;559210;1532134;963279;146402;4376141;4035756;729555;963287;885086;4376146;4389013;885091;4376131;4015425,
Vis,2007,4376190,,T,,"Plate, J.;Holtkaemper, T.;Froehlich, B.",1250406;1250384;1183762,
Vis,2007,4376162,,T,,"Damera-Venkata, N.;Chang, N.L.;DiCarlo, J.M.",809883,
Vis,2007,4376158,,T,,Xuexiang Xie;Ying He;Feng Tian;Hock-Soon Seah;Xianfeng Gu;Hong Qin,1250414;885694;1183777;5613473;1532856;480795,
Vis,2007,4376200,,T,,"Giesen, J.;Mueller, K.;Schuberth, E.;Lujin Wang;Zolliker, P.",4015471;1532834;4015448;1250412;1532149;4015502,
Vis,2007,4376183,,T,,"Dillard, S.E.;Bingert, J.F.;Thoma, D.;Hamann, B.",885706;1532823;663887,
Vis,2007,4376188,,T,,"Yi Wang;Krum, D.;Coelho, E.M.;Bowman, D.A.",1250396;4015469;1250401;1250400;1532836;1532782,
Vis,2007,4376212,,T,,"Weinkauf, T.;Sahner, J.;Theisel, H.;Hege, H.-C.",809896;1532851;745296,
Vis,2007,4376196,,T,,"Termeer, M.;Bescos, J.O.;Breeuwer, M.;Vilanova, A.;Gerritsen, F.;Groller, E.",1250386;1183754;4015449;1372221,
Vis,2007,4376175,,T,,"Garth, C.;Gerhardt, F.;Tricoche, X.;Hagen, H.",1372196,
Vis,2007,4376172,,T,,"Gyulassy, A.;Natarajan, V.;Pascucci, V.;Hamann, B.",1372235;885680;745329;745312;1532839;885703,
Vis,2007,4376181,,T,,"Jalba, A.C.;Roerdink, J.B.T.",,
Vis,2007,4376174,,T,,"Sadlo, F.;Peikert, R.",809896;1372213,
Vis,2007,4376160,,T,,"Bruckner, S.;Groller, E.",1250414;4015450;885694;663912;1250394;4015442;1372209;175805;4015472,
Vis,2007,4376209,,T,,"Wiebel, A.;Tricoche, X.;Schneider, D.;Jänicke, H.;Scheuermann, G.",1372214;4015497;4015451;146359;1532851;809896,
Vis,2007,4376199,,T,,"Bair, A.;House, D.",1532782;4015473;964505;1249022;4015474,
Vis,2007,4376204,,T,,"Beyer, J.;Hadwiger, M.;Wolfsberger, S.;Buhler, K.",1250384;745311;1250386;1372237,
Vis,2007,4376157,,T,,"Correa, C.;Silver, D.;Chen, M.",885696;4015466;1250400;4015449;1250401;1382903;1183777;4015467;964519;1372190;885694;1532856;1532818,
Vis,2007,4376208,,T,,"Wald, I.;Friedrich, H.;Knoll, A.;Hansen, C.",1532796;4015496;1250390;4015501;1250384;745713;745300,
Vis,2007,4376201,,T,,"Lauterbach, C.;Chandak, A.;Manocha, D.",4015479;1532790,
Vis,2007,4376166,,T,,"Oeltze, S.;Doleisch, H.;Hauser, H.;Muigg, P.;Preim, B.",885739,
Vis,2007,4376177,,T,,"Jeong, W.-K.;Fletcher, P.T.;Ran Tao;Whitaker, R.T.",1250358;1250357,
Vis,2007,4376170,,T,,"Kniss, J.;Hunt, W.;Potter, K.;Sen, P.",1532839;1532807,
Vis,2007,4376189,,T,,"Feng Qiu;Fang Xu;Zhe Fan;Neophytos, N.;Kaufman, A.;Mueller, K.",1372174;964498;1250384;1532811,
Vis,2007,4376202,,T,,"Michel, F.;Deines, E.;Hering-Bertram, M.;Garth, C.;Hagen, H.",4015479;1532790,
Vis,2007,4376185,,T,,"Kohlmann, P.;Bruckner, S.;Kanitsar, A.;Kanitsar, A.",1532834;4015449;1532833,
Vis,2007,4376193,,T,,"Cipriano, G.;Gleicher, M.",398882;1183769;1532822;1183780;1372208;4015487,
Vis,2007,4376210,,T,,"Schlemmer, M.;Heringer, M.;Morr, F.;Hotz, I.;Bertam, M.;Garth, C.;Kollmann, W.;Hamann, B.;Hagen, H.",1372207;809873;1532858;1250372,
Vis,2007,4376165,,T,,"Jänicke, H.;Wiebel, A.;Scheuermann, G.;Kollmann, W.",809865;1250372;4015447;809905;4015473;1250383,
Vis,2007,4376186,,T,,"Smith, R.C.;Pawlicki, R.;Kokai, I.R.;Finger, J.;Vetter, T.",,
Vis,2007,4376187,,T,,"Scheidegger, C.E.;Vo, H.T.;Koop, D.;Freire, J.;Silva, C.T.",1532781;1382890;1372192;1532788;1532795,
Vis,2007,4376184,,T,,"Sung-Eui Yoon;Lindstrom, P.",1183796;4015488;1532800;4015484;964532,
Vis,2007,4376163,,T,,"Bhasker, E.;Juang, R.;Majumder, A.",964508;4015470;885685;1183793;885684;809883,
Vis,2007,4376191,,T,,"Muigg, P.;Hadwiger, M.;Doleisch, H.;Hauser, H.",4015496;1250390;4015450;964514;4015449;4015501;4015486;885683;1250384;964512;809908,
Vis,2007,4376207,,T,,"Fuller, A.R.;Zawadzki, R.J.;Choi, S.;Wiley, D.F.;Werner, J.S.;Hamann, B.",964519;1250413,
Vis,2007,4376159,,T,,"Rautek, P.;Bruckner, S.;Groller, E.",1372194;1532792;1532807;1250414;1372209;1532856;4015446;4015460,
Vis,2007,4376203,,T,,"Hui Zhang;Hanson, A.J.",568120;1532804,
Vis,2007,4376173,,T,,"Yuan Chen;Cohen, J.D.;Krolik, J.H.",1532831;1532832;1372198;964530;4015453;885690,
Vis,2007,4376180,,T,,"McGraw, T.;Nadar, M.",1532780;4015499;1250384;745294;809886;1532779;1532777;809904;4015480,
Vis,2007,4376182,,T,,"Heinzl, C.;Kastner, J.;Groller, E.",1250418;964519,
Vis,2007,4376176,,T,,"Caban, J.J.;Joshi, A.;Rheingans, P.",1250374;885694;745288;567807,
Vis,2007,4376161,,T,,"Niski, K.;Cohen, J.D.",1532786,
Vis,2007,4376164,,T,,"Biddiscombe, J.;Geveci, B.;Martin, K.;Moreland, K.;Thompson, D.",1532793;235219;1532795;175794;1372217;885092;480821,
Vis,2007,4376169,,T,,"Weber, G.H.;Bremer, P.-T.;Pascucci, V.",1372235;745303;235215;809932;1382888;663860;663875;1173159;1183772;1532839;1250376,
Vis,2007,4376179,,T,,"Schultz, T.;Theisel, H.;Seidel, H.-P.",809894;1532777;1532841;346326;1532778;346326,
Vis,2007,4376171,,T,,"Gyulassy, A.;Duchaineau, M.;Vijay Natarajan;Pascucci, V.;Bringa, E.M.;Higginbotham, A.;Hamann, B.",1532839;1532783;1250356;1372235;885680;885703,
Vis,2007,4376205,,T,,"Meyer, M.;Kirby, R.M.;Whitaker, R.T.",1183766;1250414;1250363;4015483;1183808;885705,
Vis,2007,4376192,,T,,"Fout, N.;Kwan-Liu Ma",1183757;964541_06;1372194;398845;1250357;480812;1250385,
Vis,2007,4376194,,T,,"Lampe, O.D.;Viola, I.;Reuter, N.;Hauser, H.",1532859;559215;885733;4015487,
Vis,2007,4376198,,T,,"Lundstrom, C.;Ljung, P.;Persson, A.;Ynnerman, A.",1532807;235199;1250414,
Vis,2007,4376167,,T,,"Gosink, L.;Anderson, J.C.;Wes Bethel, E.;Joy, K.I.",1372207;1532792;809866;4015447;1250362,
Vis,2007,4376211,,T,,"Barth, W.L.;Burns, C.A.",1372186,
Vis,2007,4376168,,T,,Huamin Qu;Wing-Yi Chan;Anbang Xu;Kai-Lun Chung;Kai-Hon Lau;Ping Guo,885745;146402;885736;1249015;4015447,
Vis,2007,4376195,,T,,"Grottel, S.;Reina, G.;Vrabec, J.;Ertl, T.",1250404;1183811;4015487;1372203;4015464;1250404,
Vis,2007,4376206,,T,,"Navratil, P.A.;Johnson, J.L.;Bromm, V.",1372230;1372228,
Vis,2007,4376197,,T,,"Hongwei Li;Chi-Wing Fu;Yinggang Li;Hanson, A.J.",885679;1183769;1250404;1532807;4015476;4015458;1372187;1532853;568116;1183824;568105;1173145;1532803;1372183,
Vis,2007,4376178,,T,,"Petrovic, V.;Fallon, J.;Kuester, F.",1183799;1532859;1372220;4015480;1250368;4015478;567777,
VAST,2007,4388990,,C,,"Janoos, F.;Singh, S.;Irfanoglu, O.;Machiraju, R.;Parent, R.",4015469,
VAST,2007,4388991,,C,,"Chi-Chun Pan;Mitra, P.",,
VAST,2007,4388992,,C,,"Eccles, R.;Kapler, T.;Harper, R.;Wright, W.",1382887;4035754,
VAST,2007,4388993,,C,,"Maciejewski, R.;Tyner, B.;Yun Jang;Cheng Zheng;Nehme, R.R.V.;Ebert, D.S.;Cleveland, W.S.;Ouzzani, M.;Grannis, S.J.;Glickman, L.T.",,
VAST,2007,4388994,,C,,"SungYe Kim;Yun Jang;Mellema, A.;Ebert, D.S.;Collins, T.",4035751,
VAST,2007,4388995,,C,,"Andrienko, G.;Andrienko, N.;Bartling, U.",,
VAST,2007,4388996,,C,,"Eick, S.G.;Eick, M.A.;Fugitt, J.;Horst, B.;Khailo, M.;Lankenau, R.A.",,
VAST,2007,4388997,,C,,"Shaw, C.;Dasch, G.A.;Eremeeva, M.E.",,
VAST,2007,4388998,,C,,"Tesone, D.R.;Goodall, J.R.",4035755;1532792;1382902,
VAST,2007,4388999,,C,,"Eun Ju Nam;Han, Y.;Mueller, K.;Zelenyuk, A.;Imre, D.",663916;1382895;801859;1382894;146402,
VAST,2007,4389000,,C,,"Di Yang;Rundensteiner, E.A.;Ward, M.O.",346302;4035758;1382893;636793;4035747,
VAST,2007,4389001,,C,,"Hao, M.C.;Dayal, U.;Keim, D.A.;Morent, D.;Schneidewind, J.",4015431;729568;146402;885086;346302,
VAST,2007,4389002,,C,,"Cuadros, A.M.;Paulovich, F.V.;Minghim, R.;Telles, G.P.",528686;567787,
VAST,2007,4389003,,C,,"Hangzai Luo;Jianping Fan;Jing Yang;Ribarsky, W.;Satoh, S.",729555;4015428;528686;885098;4035750,
VAST,2007,4389004,,C,,"Keim, D.A.;Oelke, D.",,
VAST,2007,4389005,,C,,"Ghoniem, M.;Dongning Luo;Jing Yang;Ribarsky, W.",4035750;4035765;568118;729568;801858;1532122,
VAST,2007,4389006,,C,,"Stasko, J.;Gorg, C.;Zhicheng Liu;Singhal, K.",528686;1382887;4035749,
VAST,2007,4389007,,C,,"Bertini, E.;Hertzog, P.;Lalanne, D.",963273;963279;1249020,
VAST,2007,4389008,,C,,"Lam, H.;Russell, D.;Tang, D.;Munzner, T.",729565;1249006;1382890;559227,
VAST,2007,4389009,,C,,"Chang, R.;Ghoniem, M.;Kosara, R.;Ribarsky, W.;Jing Yang;Suma, E.;Ziemkiewicz, C.;Kern, D.;Sudjianto, A.",801851;528686;4015417;1382907,
VAST,2007,4389010,,C,,"Suh, B.;Chi, E.H.;Pendleton, B.A.;Kittur, A.",4015419;1532126,
VAST,2007,4389011,,C,,"Heer, J.;Agrawala, M.",175820;4015439;4015427;4035757,
VAST,2007,4389012,,C,,"Brandes, U.;Lerner, J.",4035748,
VAST,2007,4389013,,C,,"Elmqvist, N.;Stasko, J.;Tsigas, P.",885086;146386;175815;1249026;4035757;1532139;4035764;4035743;1532136;636793;4035763;4035747;1249016;809866;146375,
VAST,2007,4389015,X,M,,"Auvil, L.;Llora, X.;Searsmith, D.;Searsmith, K.",,
VAST,2007,4389016,X,M,,"Schwendiman, L.;McLean, J.;Larson, J.",,
VAST,2007,4389017,X,M,,"Gorg, C.;Zhicheng Liu;Parekh, N.;Singhal, K.;Stasko, J.",,
VAST,2007,4389018,X,M,,"Chien, L.;Tat, A.;Wright, W.",,
VAST,2007,4389019,X,M,,"Chi-Chun Pan;Jaiswal, A.R.;Junyan Luo;Robinson, A.",,
VAST,2007,4389020,X,M,,"Chao, W.;Ha, D.;Ho, K.;Kaastra, L.;Minjung Kim;Wade, A.",,
VAST,2007,4389021,X,M,,"Shrinivasan, Y.B.;van Wijk, J.J.",,
VAST,2007,4389022,X,M,,"Hyunmo Kang;Getoor, L.;Singh, L.",,
VAST,2007,4389023,X,M,,"Jae Choi;Sang-joon Lee;Gigitashvilli, S.;Wilson, J.",,
VAST,2007,4389024,X,M,,"Catravas, P.",,
VAST,2007,4389025,X,M,,Guoray Cai,,
VAST,2007,4389026,X,M,,"Aragon, C.R.;Bailey, S.J.;Poon, S.;Runge, K.J.;Thomas, R.C.",,
VAST,2007,4389027,X,M,,"Ahmed, A.;Xiaoyan Fu;Seok-Hee Hong;Quan Hoang Nguyen;Kai Xu",,
VAST,2007,4389028,X,M,,"Ha, D.;Kim, M.;Wade, A.;Chao, W.;Ho, K.;Kaastra, L.;Fisher, B.;Dill, J.",,
VAST,2007,4389030,X,M,,"Thomas, J.;Keim, D.A.;Kielman, J.;Rosenblum, L.",,
VAST,2007,4389032,X,M,,"Grinstein, G.;Plaisant, C.;Laskowski, S.;O'Connell, T.;Scholtz, J.;Whiting, M.",,
VAST,2007,4389033,X,M,,"Chien, L.;Tat, A.;Kapler, T.;Enns, P.;Kuan, W.;Wright, W.",,
VAST,2007,4389034,X,M,,"Gorg, C.;Zhicheng Liu;Parekh, N.;Singhal, K.;Stasko, J.",,
VAST,2007,4389035,X,M,,"Auvil, L.;Llora, X.;Searsmith, D.;Searsmith, K.",,
VAST,2007,4470207,X,M,,"Chao, W.;Ha, D.;Ho, K.;Kaastra, L.;Kim, M.;Wade, A.;Fisher, B.",,
VAST,2007,4389036,X,M,,"Crossno, P.;Wylie, B.;Wilson, A.;Greenfield, J.;Stanton, E.;Shead, T.;Ice, L.;Moreland, K.;Baumes, J.;Geveci, B.",,
VAST,2007,4389037,X,M,,"Chi-Chun Pan;Jaiswal, A.R.;Junyan Luo;Robinson, A.;Mitra, P.;MacEachren, A.M.;Turton, I.",,
VAST,2007,4389038,X,M,,"Schwendiman, L.;McLean, J.;Larson, J.",,
VAST,2007,4388989,X,M,,"Few, S.",,
InfoVis,2007,4376143,,T,,"Ellis, G.;Dix, A.",1249018;885092;4015422;1532819;1249008;809866;885091;745301;636789;1173156;1249019;636792;528685;1382895;4015444,
InfoVis,2007,4376130,,T,,"Tan, D.S.;Smith, G.;Bongshin Lee;Robertson, G.",1173148;1173158;636718;4035741,
InfoVis,2007,4376146,,T,,"Heer, J.;Robertson, G.",801854;963279;1173148,
InfoVis,2007,4376147,,T,,"Blanch, R.;Lecolinet, E.",1382899;1532128;1532129;1173156;1382907;801860;4015431;1173148;1532132,
InfoVis,2007,4376134,,T,,"Pousman, Z.;Stasko, J.;Mateas, M.",1532126;1382897;1249031;1382903;146375,
InfoVis,2007,4376153,,T,,"Graham, M.;Kennedy, J.",1532129;1173148;1173153;885091;175815;1382885;1532152,
InfoVis,2007,4376135,,T,,"Dykes, J.;Brunsdon, C.",,
InfoVis,2007,4376139,,T,,"Fisher, D.",1532122;4015428,
InfoVis,2007,4376145,,T,,"Isenberg, P.;Carpendale, S.",885091;4015437,
InfoVis,2007,4376138,,T,,"Wood, J.;Dykes, J.;Slingsby, A.;Clarke, K.",528686;1382904,
InfoVis,2007,4376137,,T,,"Chang, R.;Wessel, G.;Kosara, R.;Sauda, E.;Ribarsky, W.",1382904;146402;1532149,
InfoVis,2007,4376131,,T,,"Viegas, F.B.;Wattenberg, M.;van Ham, F.;Kriss, J.;McKeon, M.",1532122;175820;1249007,
InfoVis,2007,4376155,,T,,"Frishman, Y.;Tal, A.",1382906,
InfoVis,2007,4376154,,T,,"Henry, N.;Fekete, J.;McGuffin, M.J.",4015417;4035752;1532126;1382907;4015433;1532129;4015424;4015425;1382905;1249011,
InfoVis,2007,4376151,,T,,"Lam, H.;Munzner, T.;Kincaid, R.",1532136;1532838;1382903;146375,
InfoVis,2007,4376132,,T,,"Willett, W.;Heer, J.;Agrawala, M.",801862,
InfoVis,2007,4376142,,T,,"Yi Mao;Dillon, J.V.;Lebanon, G.",398863;745302;963287;963273;885097,
InfoVis,2007,4376133,,T,,"Mackinlay, J.;Hanrahan, P.;Stolte, C.",885086,
InfoVis,2007,4376149,,T,,"Tory, M.;Sprague, D.W.;Fuqu Wu;Wing Yan So;Munzner, T.",1382891;1382900;1173146;528686,
InfoVis,2007,4376144,,T,,"Ji Soo Yi;Youn-ah Kang;Stasko, J.;Jacko, J.A.",346302;1532136;559213;175794;1532126;885091;801860;885086,
InfoVis,2007,4376140,,T,,"Collins, C.;Carpendale, S.",1250400;146402;4015424;175815;1249008;963279;4015425,
InfoVis,2007,4376129,,T,,"Mansmann, F.;Keim, D.A.;North, S.C.;Rexroad, B.;Sheleheda, D.",4035756;1173156;1382888;175815,
InfoVis,2007,4376141,,T,,"Cammarano, M.;Xin Dong;Bryan Chan;Klingner, J.;Talbot, J.;Halevy, A.;Hanrahan, P.",885086;346302;559210,
InfoVis,2007,4376148,,T,,"Kadaba, N.R.;Irani, P.;Leboe, J.",1249025,
InfoVis,2007,4376152,,T,,Ying Tu;Han-Wei Shen,801860;1532145;4015431;175815,
InfoVis,2007,4376136,,T,,"Ivanov, Y.A.;Wren, C.R.;Sorokin, A.;Kaur, I.",1382887;1532122,
InfoVis,2007,4376150,,T,,"Hagh-Shenas, H.;Sunghee Kim;Interrante, V.;Healey, C.",1532140;1250362;809905;1532137,
Vis,2006,4015501,,T,,"Georgii, J.;Westermann, R.",1250390;663853;885683;1250384;964512;567606,
Vis,2006,4015455,,T,,"Nguyen, T.;Zhang, J.",528691;963287;528692;729565;801864;885099,
Vis,2006,4015440,,T,,"Hong, W.;Feng Qiu;Kaufman, A.",964540;1372236;235231;1250384,
Vis,2006,4015502,,T,,"Bergner, S.;Moller, T.;Weiskopf, D.;Muraki, D.J.",1250388;1532812;1250412;398852;885683;964519;1250384;809908,
Vis,2006,4015456,,T,,"Li, L.W.F.;Li, F.W.B.;Lau, R.W.H.",663890;663896,
Vis,2006,4015487,,T,,"Tarini, M.;Cignoni, P.;Montani, C.",885694;1250394,
Vis,2006,4015453,,T,,"Liu, Z.;Moorhead, R.J.;Groner, J.",885690;745295;1532831;1532832,
Vis,2006,4015477,,T,,"Song, Y.;Ye, J.;Svakhine, N.;Lasher-Trapp, S.;Baldwin, M.;Ebert, D.S.",885745;1250390;745330;235215;568112;1250383;146361,
Vis,2006,4015462,,T,,"Burakiewicz, W.;van Liere, R.",964552;1372223;885733;885734,
Vis,2006,4015481,,T,,"Rutten, M.;Chong, M.S.",1250379;663858;1372213;1372188;1372196;346326;398849,
Vis,2006,4015470,,T,,"Bhasker, E.;Sinha, P.;Majumder, A.",1183793;885685;885684;809883;964508,
Vis,2006,4015468,,T,,"Rautek, P.;Viola, I.;Groller, E.",1532856;1372190;1532857;1532835,
Vis,2006,4015450,,T,,"Kruger, J.;Schneider, J.;Westermann, R.",885694;1250400;568110;1183762;1183777;809882;885694;1372190;1250384;1532856;1532818,
Vis,2006,4015479,,T,,"Deines, E.;Bertram, M.;Mohring, J.;Jegorovs, J.;Michel, F.;Hagen, H.;Nielson, G.M.",1532790,
Vis,2006,4015445,,T,,"Slack, J.;Munzner, T.",636786;1532127;1173156;1532127;1183791,
Vis,2006,4015457,,T,,"Ellsworth, D.;Green, B.;Henze, C.;Moran, P.J.;Sandstrom, T.",1532795,
