Conference,Year,IEEE XPLORE Article Number,"Panel, Keynote, Captstone, Demo, Poster, ...","Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",IEEE Xplore Number Guessed,Deduped author names,References,
VAST,2014,7042484,,C,,"Sungahn Ko;Afzal, S.;Walton, S.;Yang Yang;Junghoon Chae;Malik, A.;Yun Jang;Chen, M.;Ebert, D.S.",6400554;5613433;4376154;6065002;6102440;5290710;801851;4015424;4389013,
VAST,2014,7042483,,C,,"Landstorfer, J.;Herrmann, I.;Stange, J.-E.;Dork, M.;Wettach, R.",4015417;1532134;175795;4035754;5290695;528685,
VAST,2014,7042485,,C,,"Lenz, O.;Keul, F.;Bremm, S.;Hamacher, K.;von Landesberger, T.",6634198;6102439;5333893;5290692;4376140;5290706;4376152,
VAST,2014,7042494,,C,,Shixia Liu;Xiting Wang;Jianfei Chen;Jun Zhu;Baining Guo,6102461;6065008;5290695;5613456;6102439;4015433;6327258;6634134;6634160;6327255;5613449;6875938;4376140;6634197;6634167;4376154;6634179;5613451;6875992,
VAST,2014,7042489,,C,,Jie Li;Kang Zhang;Zhao-Peng Meng;,6400491;5613457;885098;4376168;5290745;5613449;6400553;5613424;5290751,
VAST,2014,7042495,,C,,"Yafeng Kruger, R.;Thom, D.;Feng Wang;Koch, S.;Ertl, T.;Maciejewski, R.",6400557;6064996;6400486;6634160;6634134;6102456;6327271;6634169;1382902;6102448;5652443;1382892,
VAST,2014,7042481,,C,,"Nunes, M.;Rowland, B.;Schlachter, M.;Ken, S.;Matkovic, K.;Laprie, A.;Buhler, k.",4376166;6634151;5613435,
VAST,2014,7042491,,C,,"Schmidt, J.;Preiner, R.;Auzinger, T.;Wimmer, T.;Groller, E.;Bruckner, S.",1173157;146402;6634107;1183790,
VAST,2014,7042486,,C,,Fei Wang;Wei Chen;Feiran Wu;Ye Zhao;Han Hong;Tianyu Gu;Long Wang;Ronghua Liang;Hujun Bao,6102458;6634127;6634174;6634137;6102455;6634187,
VAST,2014,7042487,,C,,"Wongsuphasawat, K.;Lin, J.",885091;5290698;636718;4389008;559227;6327272;4376152;6400494;6634101;1382905;175815;6634100;4035762;6064996,
VAST,2014,7042490,,C,,"Wenchao Wu;Yixian Zheng;Huamin Qu;Wei Chen;Groller, E.;Lionel Ni",6634092;1382887;963273;6065008;4658136;1532149;6634107;6327262;4376143;4658146;4376139,
VAST,2014,7042476,,C,,"Zahlka, J.;Worring, M.",4035765;4389003;1532136;5613466;4376144;4376134;6634090,
VAST,2014,7042496,,C,,"Jian Zhao;Liang Gou;Fei Wang;Zhou, M.X.",6065008;6400485;5613451;6064996;5613449,
VAST,2014,6875967,,T,,"Sacha, D.;Stoffel, A.;Stoffel, F.;Bum Chul Kwon;Ellis, G.;Keim, D.A.",1532781;6634168;5333023;6064985;4658124;4677361;4677365;5652879;6327297;4677358;4658127;4389006;6102435;6634156,
VAST,2014,6876047,,T,,"Krause, J.;Perer, A.;Bertini, E.",1382893;5332586;1532142;6064985;6102448;1249015;6065027;6102453;6634169;5290704;5652443,
VAST,2014,6875999,,T,,"Tuan Nhon Dang;Wilkinson, L.",4015420;1532142;6634178;6064993;4035766;5613439;6102437;4389006,
VAST,2014,6875986,,T,,"Mahyar, N.;Tory, M.",5333245;4035757;4677358;6634130;6102438;5333878;4035747;4389011;4389006;6102447,
VAST,2014,6875995,,T,,"Muhlbacher, T.;Piringer, H.;Gratzl, S.;Sedlmair, M.;Streit, M.",6400486;4388999;6102449;4376144;5290697;6876043;4677350;4015496;6634167;6634169;1173145;5290719;1382891;6102453;6327292;1249014;6064985,
VAST,2014,6876049,,T,,"Stolper, C.D.;Perer, A.;Gotz, D.",4035762;6634152;5290711;6065010;1532133;6327272;6634137;885097;6634100,
VAST,2014,6875913,,T,,"Brown, E.T.;Ottley, A.;Zhao, H.;Quan Lin;Souvenir, R.;Endert, A.;Chang, R.",6327275;5653587;5333020;6400486;1532788;6327295;4035754;4677352,
VAST,2014,6876009,,T,,"Klemm, P.;Oeltze-Jafra, S.;Lawonn, K.;Hegenscheid, K.;Volzke, H.;Preim, B.",6634192;6064996;885739;6064951;4376166,
VAST,2014,6875982,,T,,Haidong Chen;Wei Chen;Honghui Mei;Zhiqi Liu;Kun Zhou;Weifeng Chen;Wentao Gu;Kwan-Liu Ma,6634155;4658159;745301;4658154;5613442;4015436;4376150;6634151;1382898;5652460;5290758;5290706;6065019;6327254;5613435;6634167;6064975;4658123;6634120,
VAST,2014,6875958,,T,,"Beham, M.;Herzner, W.;Groller, E.;Kehrer, J.",6634138;6634107;5613440;5290748;1532856;5613488;4015425;398859;809866;4376186,
VAST,2014,6875957,,T,,"Alsallakh, B.;Hanbury, A.;Hauser, H.;Miksch, S.;Rauber, A.",885740;5652398;5332628;6327290;6400486;6634104;6327291;6102448;6102453;6400492;5652443,
VAST,2014,6875974,,T,,"Maoyuan Sun;North, C.;Ramakrishnan, N.",4015425;5290704;1532126;5613440;146402;6064995;4015417;5290706;809866;4035752;1382886;6102449;6634163;4015444;4376154,
VAST,2014,6875959,,T,,"Koch, S.;John, M.;Worner, M.;Muller, A.;Ertl, T.",5652926;4658133;6400485;6634115;4376131;6400486;6327290;5290726;6634160;528686;5333248;6327294;4389006;5333919;4389004,
VAST,2014,6876038,,T,,Conglei Shi;Yingcai Wu;Shixia Liu;Hong Zhou;Huamin Qu,5652931;5290722;4389008;6327273;559227;6327274;5613451;6327272;6065008;6400494;1532150;4658136,
VAST,2014,6876015,,T,,"Cong Xie;Wei Chen;Xinxin Huang;Yueqi Hu;Barlowe, S.;Jing Yang",5290717;4389009;6327274;528685;6400494;5613429;5290708,
VAST,2014,6875992,,T,,"Guodao Sun;Yingcai Wu;Shixia Liu;Tai-Quan Peng;Zhu, J.J.H.;Ronghua Liang",5652931;6327271;4658136;6065008;6327273;6876032;6634134;6634164;6634160,
VAST,2014,6876032,,T,,Yingcai Wu;Shixia Liu;Kai Yan;Mengchen Liu;Fangzhao Wu,6065008;6634160;6634134;6875938;1532152;6327271;4035748;5613451;6634164;6875992;5613449;5333919,
VAST,2014,6876013,,T,,"Jian Zhao;Nan Cao;Zhen Wen;Yale Song;Yu-Ru Lin;Collins, C.",6102456;6327271;6400557;6065010;6065008;6327270;6634152;6400485;5652922;5613451;6634134;6634160,
VAST,2014,6875996,,T,,"Gotz, D.;Stavropoulos, H.",6634096;6327272;6065010;885097;5332595;5652890;5290698;4035762;6634100,
VAST,2014,6875947,,T,,"Isaacs, E.;Damico, K.;Ahern, S.;Bart, E.;Singhal, M.",5333443;4677365;4389006;963287;4376132;4035752;4376131,
VAST,2014,6876045,,T,,"Matkovic, K.;Gracanin, D.;Splechtna, R.;Jelovic, M.;Stehno, B.;Hauser, H.;Purgathofer, W.",5613487;6327232;4658193;5290719;5613486,
VAST,2014,6876014,,T,,"Zuchao Wang;Tangzhi Ye;Min Lu;Xiaoru Yuan;Huamin Qu;Yuan, J.;Qianliang Wu",6400556;1382887;4677356;1532151;6102458;6065001;6634174;6634194;5332584;6634127;6102454;6102455;5290694;6327262,
VAST,2014,6876046,,T,,"Madhavan, K.;Elmqvist, N.;Vorvoreanu, M.;Xin Chen;Yuetling Wong;Hanjun Xian;Zhihua Dong;Johri, A.",4376134;6065005;5613437;6327279;5290717;6634091;963283;6327248;4677361,
VAST,2014,6876029,,T,,"Wei Zeng;Chi-Wing Fu;Arisona, S.M.;Erath, A.;Huamin Qu",963273;6065021;6065020;5290710;6327262;6634174;6634127;6102455;1532150,
VAST,2014,6876008,,T,,"Jiawan Zhang;Yanli, E.;Jing Ma;Yahui Zhao;Binghan Xu;Liting Sun;Jinyan Chen;Xiaoru Yuan",6400557;6400556;6634174;5290695;4677356;6327271;6634110;6634127;6102455;6102460;5290706,
VAST,2014,6875926,,T,,"Sungahn Ko;Jieqiong Zhao;Jing Xia;Afzal, S.;Xiaoyu Wang;Abram, G.;Elmqvist, N.;Kne, L.;Van Riper, D.;Gaither, K.;Kennedy, S.;Tolone, W.;Ribarsky, W.;Ebert, D.S.",885098;6064950;6327294;4376134;5613487;6634184;5613486;6102460;6102457,
VAST,2014,6875970,,T,,"Malik, A.;Maciejewski, R.;Towers, S.;McCullough, S.;Ebert, D.S.",6634169;6634096;6400491;4389006;6634100,
VAST,2014,6875941,,T,,"Konev, A.;Waser, J.;Sadransky, B.;Cornel, D.;Perdigao, R.A.P.;Horvath, Z.;Groller, E.",1173149;885727;5613488;6064952;5613487;4658193,
VAST,2014,6875994,,T,,"Partl, C.;Lex, A.;Streit, M.;Strobelt, H.;Wassermann, A.M.;Pfister, H.;Schmalstieg, D.",6634163;6327248;6327277;4389006;4015424;6634091,
VAST,2014,6876007,,T,,"Kothur, P.;Sips, M.;Dobslaw, H.;Dransch, D.",6327226;6327206;4658178,
VAST,2014,6876028,,T,,"Bowen Yu;Doraiswamy, H.;Xi Chen;Miraldi, E.;Arrieta-Ortiz, M.L.;Hafemeister, C.;Madar, A.;Bonneau, R.;Silva, C.T.",4658137;5290693;6064996;5290692,
VAST,2014,6875977,,T,,"Lujan Ganuza, M.;Ferracutti, G.;Gargiulo, M.F.;Castro, S.;Bjerg, E.;Groller, E.;Matkovic, K.",885086;5290748;485139,
VAST,2014,6876041,,T,,"Poco, J.;Dasgupta, A.;Yaxing Wei;Hargrove, W.;Schwalm, C.R.;Huntzinger, D.N.;Cook, R.;Bertini, E.;Silva, C.T.",4658178;6327268;1532821;6634124;6400486;6634115;6634158;4677350;6634156,
SciVis,2014,6876031,,T,,"Schulte zu Berge, C.;Baust, M.;Kapoor, A.;Navab, N.",4015460;4015450;6634153;1250413;964539,
SciVis,2014,6876040,,T,,"Rautek, P.;Bruckner, S.;Groller, E.;Hadwiger, M.",1532792;235219;5290720;6875916;1372194;6064996;1532788;235202;4658164,
SciVis,2014,6875936,,T,,"Frey, S.;Sadlo, F.;Kwan-Liu Ma;Ertl, T.",346321;6634108;885702;5290731,
SciVis,2014,6875916,,T,,"Hyungsuk Choi;Woohyuk Choi;Tran Minh Quan;Hildebrand, D.G.C.;Pfister, H.;Won-Ki Jeong",1372194,
SciVis,2014,6876002,,T,,"Sicat, R.;Kruger, J.;Moller, T.;Hadwiger, M.",4015488;6327233;809908,
SciVis,2014,6875976,,T,,"Thomas, D.M.;Natarajan, V.",6634132;809869;4015483;6064967;4658165;6064960;6634095,
SciVis,2014,6875905,,T,,"Ament, M.;Sadlo, F.;Dachsbacher, C.;Weiskopf, D.",6634193;6634150;6064977;1250394;6327241;6064955;6064942;1183764,
SciVis,2014,6876035,,T,,"Lindholm, S.;Jonsson, D.;Hansen, C.;Ynnerman, A.",4376198;4658152;1250386;1532807;745311;1250387,
SciVis,2014,6876019,,T,,"Waldner, M.;Le Muzic, M.;Bernhard, M.;Purgathofer, W.;Viola, I.",5290763;480802;1532838;5613452;6064990;4015448,
SciVis,2014,6875931,,T,,"Haehn, D.;Knowles-Barley, S.;Roberts, M.;Beyer, J.;Kasthuri, N.;Lichtman, J.;Pfister, H.",6634132;6327233,
SciVis,2014,6875922,,T,,"Gunther, D.;Boto, R.A.;Contreras-Garcia, J.;Piquemal, J.-P.;Tierny, J.",5290727;1372235;1250376;4658183;5290753;6064966;4376193;6634161,
SciVis,2014,6876051,,T,,"Lindow, N.;Baum, D.;Hege, H.-C.",5290753;6064966;6634161,
SciVis,2014,6876018,,T,,"Kretschmer, J.;Soza, G.;Tietjen, C.;Suehling, M.;Preim, B.;Stamminger, M.",1250353;6634141;964540;4376196;1183754;1250351,
SciVis,2014,6877722,,T,,"Glaber, S.;Lawonn, K.;Hoffmann, T.;Skalej, M.;Preim, B.",6327222;4376196;480795;6064982,
SciVis,2014,6875910,,T,,"Bista, S.;Jiachen Zhuo;Gullapalli, R.P.;Varshney, A.",6634193;4376179;5613502;6327240;809886;1372208;4658153;1372209;1372186;6064942;4658184,
SciVis,2014,6875965,,T,,Tao Ju;Minxin Cheng;Xu Wang;Ye Duan,1183786;1532851;809896,
SciVis,2014,6875993,,T,,"Gunther, T.;Theisel, H.",1532851;4376212;5613462;809896;745296,
SciVis,2014,6875956,,T,,Fan Hong;Chufan Lai;Hanqi Guo;Enya Shen;Xiaoru Yuan;Sikun Li,4658160;5613461;6065008;4015447;4658163;4015446;5613488;6064965;4658166;5290758;5613498;6634187,
SciVis,2014,6875971,,T,,Hanqi Guo;Jiang Zhang;Richen Liu;Lu Liu;Xiaoru Yuan;Jian Huang;Xiangfei Meng;Jingshan Pan,5290737;6064941;663898;6634188;6634133;4376175,
SciVis,2014,6875975,,T,,"Sauer, F.;Hongfeng Yu;Kwan-Liu Ma",663930;567807;4376176;1250374;146391;745288,
SciVis,2014,6876027,,T,,Hui Zhang;Jianguang Weng;Guangchen Ruan,6327209;1532804;1532843;5613471;1532833;4376203,
SciVis,2014,6875939,,T,,"Gunther, D.;Jacobson, A.;Reininghaus, J.;Seidel, H.-P.;Sorkine-Hornung, O.;Weinkauf, T.",6327204;964507,
SciVis,2014,6875918,,T,,"Gyulassy, A.;Gunther, D.;Levine, J.A.;Tierny, J.;Pascucci, V.",6064972;4658183;4376171;4015464;6327204;6327205;1532839,
SciVis,2014,6875962,,T,,"Machado, G.;Sadlo, F.;Muller, T.;Ertl, T.",175773;235211;1250376,
SciVis,2014,6887357,,T,,"van Wijk, J.J.",,
SciVis,2014,6875954,,T,,"Arietta, S.M.;Efros, A.A.;Ramamoorthi, R.;Agrawala, M.",,
SciVis,2014,6876004,,T,,"Doraiswamy, H.;Ferreira, N.;Damoulas, T.;Freire, J.;Silva, C.T.",6634181;4376137;4677356;1372235;6634137;4015464;4677354;6634127;6634174;6400557;6102454;6634109,
SciVis,2014,6875981,,T,,"Schroeder, D.;Korsakov, F.;Knipe, C.M.-P.;Thorson, L.;Ellingson, A.M.;Nuckley, D.;Carlis, J.V.;Keefe, D.F.",6634102;5290752;6102454;5613487;964541_07;4376198;5332593;1532857,
SciVis,2014,6875964,,T,,"Mirzargar, M.;Whitaker, R.T.;Kirby, R.M.",6634129;1183769;568116;568105;6634122;5613500;6634108;5613483,
SciVis,2014,6875953,,T,,"Jiaxi Hu;Zou, G.J.;Jing Hua",4658186;1372206;1183795;6064964,
SciVis,2014,6876024,,T,,"Lindstrom, P.",4015488;964531;4015464;964541_06;1250385;6327205;4376192;6327234;568138,
SciVis,2014,6875963,,T,,"Huettenberger, L.;Heine, C.;Garth, C.",6327204;1532839;5290764;1183774;885716;4658183,
SciVis,2014,6875990,,T,,"Demir, I.;Dick, C.;Westermann, R.",6634129;885739;4015461;4658178;4376198;5613483;5290755;1173157;809921,
SciVis,2014,6875945,,T,,"Born, S.;Sundermann, S.H.;Russ, C.;Hopf, R.;Ruiz, C.E.;Falk, V.;Gessat, M.",5290768;4376196;964540;6064970;6634145;1250353,
InfoVis,2014,6875950,,T,,"Demiralp, C.;Bernstein, M.S.;Heer, J.",5613436;4015420;4376133;6064993;4376151;4658146;5613441;4376146,
InfoVis,2014,6875978,,T,,"Harrison, L.;Fumeng Yang;Franconeri, S.;Chang, R.",6634178;5290695;4376133,
InfoVis,2014,6875989,,T,,"Gramazio, C.;Schloss, K.B.;Laidlaw, D.H.",6327245;6327267;6064996;4389009;6634178;6064986;6634120;4015437;5613436;568118;6327283;6634121;6634103,
InfoVis,2014,6875906,,T,,"Boy, J.;Rensink, R.A.;Bertini, E.;Fekete, J.",6065014,
InfoVis,2014,6875960,,T,,"Bae, J.;Watson, B.",5613438;1249005,
InfoVis,2014,6876017,,T,,"Lex, A.;Gehlenborg, N.;Strobelt, H.;Vuillemot, R.;Pfister, H.",4658148;6634104;6064991;5613447;5290706;6064996;6064990,
InfoVis,2014,6876026,,T,,"Sadana, R.;Major, T.;Dove, A.;Stasko, J.",5613447;5290706;6064996;4658148;6064991;6634104,
InfoVis,2014,6875985,,T,,"Kondo, B.;Collins, C.",6634138;6327275;6327294;4658131;6400486;6327262;6634116;1532136;6064996;4658146;6065009,
InfoVis,2014,6875998,,T,,"Rubio-Sanchez, M.;Sanchez, A.",5613430;6634131;146402;663916,
InfoVis,2014,6875920,,T,,"Gratzl, S.;Gehlenborg, N.;Lex, A.;Pfister, H.;Streit, M.",5290705;5613440;146402;6327256;6064995;1532788;6634146;6064990;6634192;6064997;4015424;1532152;1382895;4376140,
InfoVis,2014,6875987,,T,,"Turkay, C.;Slingsby, A.;Hauser, H.;Wood, J.;Dykes, J.",6634146;6065027;6634127;6065022;4376135;4658126;1382904;6327268;4376137;4677350;4658146;6634111,
InfoVis,2014,6875983,,T,,Diansheng Guo;Xi Zhu,5290710;4658140;4015425;4015433;6065021;1532150;6065019;1532819,
InfoVis,2014,6876003,,T,,"van Goethem, A.;Reimer, A.;Speckmann, B.;Wood, J.",1532145,
InfoVis,2014,6876012,,T,,"Duarte, F.S.L.G.;Sikansi, F.;Fatore, F.M.;Fadel, S.G.;Paulovich, F.V.",885091;1532145;4376129;5290702;4376152;175815;4658149,
InfoVis,2014,6875961,,T,,"Tennekes, M.;de Jonge, E.",6065011;885091;1173151,
InfoVis,2014,6875988,,T,,"Perin, C.;Dragicevic, P.;Fekete, J.",4015417;6875946;6875973,
InfoVis,2014,6876042,,T,,"Donghao Ren;Hollerer, T.;Xiaoru Yuan",1382904;5613453;5290705;5290720;1532788;6064996;4376131;1382905;5613455;6634113;636792;6064997;6064975;6327284;636761,
InfoVis,2014,6875946,,T,,"Huron, S.;Jansen, Y.;Carpendale, S.",5290712;6064996;6634152;4376131;1382905;6065018;663890;6327284;6634126;5613431;4376134;6327259,
InfoVis,2014,6876039,,T,,"Zgraggen, E.;Zeleznik, R.;Drucker, S.",885086;5290713;5613431;6065018;6634113;6327284;4389013;6634155;4376140;4658129;1532136;4376133;6327275,
InfoVis,2014,6876022,,T,,"Zhicheng Liu;Heer, J.",5613437,
InfoVis,2014,6875927,,T,,"Armstrong, Z.;Wattenberg, M.",6327248;4376131,
InfoVis,2014,6875915,,T,,"Correll, M.;Gleicher, M.",6327283;6327259;6327281;6064986;6327255,
InfoVis,2014,6876021,,T,,"Talbot, J.;Setlur, V.;Anand, A.",6327278,
InfoVis,2014,6876043,,T,,"Sedlmair, M.;Heinzl, C.;Bruckner, S.;Piringer, H.;Moller, T.",528680;5613437;4658193;6327298;5290748;5613487;6327293;6327248;5613488;1532136;398859;5333431;4376186;6634132;5652392;1532142;6634181;6634138;6634168;6327226;5290695;6064985;6634124;6634169;6102450;1532788;6634108;6064952;5613489;5290759;6102457;6634156;6065007,
InfoVis,2014,6875966,,T,,"Wood, J.;Beecham, R.;Dykes, J.",6327285;6327281;6327248;6064986;6634126;5613452;6634110;1382903;6065017;6634166;4658128,
InfoVis,2014,6875930,,T,,"Kindlmann, G.;Scheidegger, C.E.",6634146;801860;5613460;5613502;568118;6634168;5290761;5290695;4376133;6634182;1249005;1382903;567784;6634108;4658127;6327249;5613434,
InfoVis,2014,6876000,,T,,"McKenna, S.;Mazur, D.;Agutter, J.;Meyer, M.",6327248;6065017;5290695;6634108;6634166,
InfoVis,2014,6888482,,T,,"Stusak, S.;Tabard, A.;Sauka, F.;Khot, R.A.;Butz, A.",4376134;1249031;6634126,
InfoVis,2014,6876023,,T,,"Pandey, A.V.;Manivannan, A.;Nov, O.;Satterthwaite, M.;Bertini, E.",6327259;6327280;6327282;6065015;6634103,
InfoVis,2014,6875968,,T,,"Netzel, R.;Burch, M.;Weiskopf, D.",1382886;6065011;6065001,
InfoVis,2014,6876036,,T,,"Saket, B.;Simonetto, P.;Kobourov, S.;Borner, K.",1249011;6064991;4658147;528686;4376149;5290706;6634178;6634168,
InfoVis,2014,6876010,,T,,"Chevalier, F.;Dragicevic, P.;Franconeri, S.",6327259;801854;1173148;4658123;4376146,
InfoVis,2014,6875973,,T,,"Fuchs, J.;Isenberg, P.;Bezerianos, A.;Fischer, F.;Bertini, E.",6327283;4658168;6064957;1382895,
InfoVis,2014,6875940,,T,,"Borgo, R.;Dearden, J.;Jones, M.W.",6634178;6327269;1382903;6327282;1532136;6065014;5613441;6634103,
InfoVis,2014,6875900,,T,,"Brehmer, M.;Ingram, S.;Stray, J.;Munzner, T.",5290709;1382900;6327293;6327248;6327294;5290725;6634160;6634128;5290715;6634168;6065008;5652940;6065017,
InfoVis,2014,6875938,,T,,Weiwei Cui;Shixia Liu;Zhuofeng Wu;Hao Wei,6634164;5290699;7042494;5290695;6065008;6876032;6327274;6634134;6327272;6634160;6634100,
InfoVis,2014,6875917,,T,,"Goffin, P.;Willett, W.;Fekete, J.;Isenberg, P.",6634087;4015420;6327267;6064996;4376132;6064990;6634156;5613457;1532144,
InfoVis,2014,6875979,,T,,"van der Corput, P.;van Wijk, J.J.",,
InfoVis,2014,6875972,,T,,"van den Elzen, S.;van Wijk, J.J.",485139;1249008;4015419;5290707;6634091;4389013;346302;4376132;4658123;5290699;4015424;4015425,
InfoVis,2014,6875969,,T,,"Stolper, C.D.;Kahng, M.;Zhiyuan Lin;Foerster, F.;Goel, A.;Stasko, J.;Duen Horng Chau",4658129;6102441;5613453;4658140;4376154;6102440;1173155;4015425;5613448;636793;6065003;6064996;4015424;5290699;6634087,
InfoVis,2014,6875942,,T,,Jaemin Jo;Jaeseok Huh;Jonghun Park;Bohyoung Kim;Jinwook Seo,6634100;6327248;5290698;6327272,
InfoVis,2014,6876044,,T,,"Polk, T.;Jing Yang;Yueqi Hu;Ye Zhao",6327288;6634087;964541_07;559229;1173148,
InfoVis,2014,6876005,,T,,"Isaacs, K.E.;Bremer, P.-T.;Jusufi, I.;Gamblin, T.;Bhatele, A.;Schulz, M.;Hamann, B.",6327252;5290721;6064945;6634100,
InfoVis,2014,6876050,,T,,"Palmas, G.;Bachynskyi, M.;Oulasvirta, A.;Seidel, H.-P.;Weinkauf, T.",5290752;6327248;6327275;885086;346302;1382904,
InfoVis,2014,6875935,,T,,"Al-Awami, A.;Beyer, J.;Strobelt, H.;Kasthuri, N.;Lichtman, J.;Pfister, H.;Hadwiger, M.",6634132;6327233;6875931;5290766;6102439;5290699;6065015;1183754;6634190,
VAST,2013,6634169,,T,,"Muhlbacher, T.;Piringer, H.",6327298;5290702;398859;6400486;6102453;5333431;5613467;6327265;5332628;146402;6102450;4677368;5652460;6064952;1532142;4388999;1382902;5290719;6102448;1382892,
VAST,2013,6634110,,T,,"Walker, R.;Slingsby, A.;Dykes, J.;Kai Xu;Wood, J.;Nguyen, P.H.;Stephens, D.;Wong, B.L.W.;Yongjun Zheng",6327277;5613425;4388992;4015432;4035748;5613456;6327248;885086;4376131;5290695;4677366;4677365;4388992;5290702;5332611;5613449;5333919;6065017;5290723;4658131,
VAST,2013,6634184,,T,,"Broeksema, B.;Baudel, T.;Telea, A.;Crisafulli, P.",175815;6102463;5652398;4677361;4677363;6064996;6102457,
VAST,2013,6634124,,T,,"Gleicher, M.",6400487;6400486;6327290;1532142;1382893;6327268;5652392;6400490;6065024;729568;6102448;5290704,
VAST,2013,6634160,,T,,"Wenwen Dou;Li Yu;Xiaoyu Wang;Zhiqiang Ma;Ribarsky, W.",5652931;6400557;6065008;6102461;6400485,
VAST,2013,6634191,,T,,"Willett, W.;Ginosar, S.;Steinitz, A.;Hartmann, B.;Agrawala, M.",4376131,
VAST,2013,6634163,,T,,"Jian Zhao;Collins, C.;Chevalier, F.;Balakrishnan, R.",4658129;6102440;6065000;5613456;4035752;1532136;5613448;6327277;4015424;885086,
VAST,2013,6634090,,T,,"Meghdadi, A.H.;Irani, P.",1382887;6327214;1250401,
VAST,2013,6634102,,T,,"Bernard, J.;Wilhelm, N.;Kruger, B.;May, T.;Schreck, T.;Kohlhammer, J.",809865;4677350;4015416;6065019;6065026,
VAST,2013,6634089,,T,,"Schultz, T.;Kindlmann, G.",1532820;5652926;885740;6400488;5290760;5290758;5290756;5613502;5290745;6064952;6065007,
VAST,2013,6634195,,T,,"Bosch, H.;Thom, D.;Heimerl, F.;Puttmann, E.;Koch, S.;Kruger, R.;Worner, M.;Ertl, T.",1532781;6400492;6400557;6327271;6327290;6400485;4389013;4389006;6102456;4658131,
VAST,2013,6634115,,T,,"Xinran Hu;Bradel, L.;Maiti, D.;House, L.;North, C.;Leman, S.",6102449;528686;6327294;6400486;4677358,
VAST,2013,6634118,,T,,"Bing Wang;Ruchikachorn, P.;Mueller, K.",6064998;6400489,
VAST,2013,6634194,,T,,"Andrienko, N.;Andrienko, G.;Barrett, L.;Dostie, M.;Henzi, P.",1532142;1382887,
VAST,2013,6634139,,T,,"Kurzhals, K.;Weiskopf, D.",5613432;6065011;6327295;4015469,
VAST,2013,6634130,,T,,"Hajizadeh, A.H.;Tory, M.;Leung, R.",6065016;4376134;6064996;5652880;1249020;4389011;6102447,
VAST,2013,6634085,,T,,"Hadlak, S.;Schumann, H.;Cap, C.H.;Wollenberg, T.",1532151;5652530;1382908;6065001;6065000;4015433;6400493;801851;4376152;1173160,
VAST,2013,6634100,,T,,"Monroe, M.;Rongjian Lan;Hanseung Lee;Plaisant, C.;Shneiderman, B.",5290698;6327248;5652890,
VAST,2013,6634176,,T,,"Andrews, C.;North, C.",6400559;4677358;5333878,
VAST,2013,6634096,,T,,"Rind, A.;Lammarsch, T.;Aigner, W.;Alsallakh, B.;Miksch, S.",5290720;1382904;6102446;4035745;885086;5613453;4015439;1382905;6634112;1173155;6064996;5613455;636792,
VAST,2013,6634165,,T,,"Legg, P.A.;Chung, D.H.S.;Parry, M.L.;Bown, R.;Jones, M.W.;Griffiths, I.W.;Chen, M.",4015422;1250401;5332628;5613439;4389001;4658160;729568;4015469;6064937,
VAST,2013,6651935,,T,,"Kodagoda, N.;Attfield, S.;Wong, B.L.W.;Rooney, C.;Choudhury, S.",5333020;4389006;6327277,
VAST,2013,6634167,,T,,"Jaegul Choo;Changhyun Lee;Reddy, C.K.;Haesun Park",6327289;5332629;6065008;6102461;6400485;4388999;4389006;4658134;5652443,
VAST,2013,6634107,,T,,"Schmidt, J.;Groller, E.;Bruckner, S.",4376187;4376150;6400555;5613488;809871;809873;6064952;1183790,
VAST,2013,6634172,,T,,"Jiawan Zhang;Kai Kang;Dajian Liu;Ye Yuan;Yanli, E.",6065008;1382886;4658161;1532138;4015425;6327286;4389013;4658123;885098,
VAST,2013,6634154,,T,,"Shadoan, R.;Weaver, C.",4015417;1382904;6102440;4389006;4015424;5652520,
VAST,2013,6634134,,T,,"Panpan Xu;Yingcai Wu;Enxun Wei;Tai-Quan Peng;Shixia Liu;Zhu, J.J.H.;Huamin Qu",4658136;6065008;6327273;6327272;5333437;5613457;6327271;5652931;6634164;963273;6327274;5652922;5613451;801851,
VAST,2013,6634112,,T,,"Bogl, M.;Aigner, W.;Filzmoser, P.;Lammarsch, T.;Miksch, S.;Rind, A.",6634096;6327248;4376146,
VAST,2013,6634091,,T,,"Ghani, S.;Bum Chul Kwon;Seungyoon Lee;Ji Soo Yi;Elmqvist, N.",6065012;6102440;6327248;6064997;4389006;4376140;1532142;146402;4376143;1173155;4035747;4015424;6065017,
VAST,2013,6634158,,T,,"Packer, E.;Bak, P.;Nikkila, M.;Polishchuk, V.;Ship, H.J.",6102449;1249015;6400486;5290706;5652443;6064991,
VAST,2013,6634127,,T,,"Ferreira, N.;Poco, J.;Vo, H.T.;Freire, J.;Silva, C.T.",1382904;4677356;6102454;4376143;5652467;1532150;4677370;885086,
VAST,2013,6634174,,T,,"Zuchao Wang;Min Lu;Xiaoru Yuan;Junping Zhang;van de Wetering, H.",663866;6102454;5290707;6400556;1382887;4677356;6065021;6400553;6327262;6065019;5332593;4658146;6102455,
SciVis,2013,6651934,,T,,"Jackson, B.;Tung Yuen Lau;Schroeder, D.;Toussaint, K.C.;Keefe, D.F.",5290742;1532846;1183753;663912,
